,MisconceptionName,LLM_Response,MisconceptionId
6891,Does not understand where to place inputs/ operations/ outputs when drawing a function machine,"Question Text: Cally wants to use the function machine below to solve this problem:

I think of a number, double it, subtract 5, and the answer is \( 23 \).

Which of the following should replace the star? ![A function machine with 4 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and has ""input"" written above it. The next 2 rectangles are empty and the final rectangle on the right has a purple star inside it and has ""output"" written above it.]() 
Correct Answer Text: \( 23 \) 
Wrong Answer Text: \( -5 \)",931
6892,Believes that fractions with larger denominators are greater in size,"Question Text: What sign would make this statement true?
\(
\frac{4}{6} ? \frac{10}{15}
\) 
Correct Answer Text: \( = \) 
Wrong Answer Text: \( < \)",2030
6893,Simplifies a fraction by adding or subtracting the same amount from the numerator  and denominator,"Question Text: Simplify the following, if possible
\(
\frac{5 m-10}{m^{2}+3 m-10}
\) 
Correct Answer Text: \( \frac{5}{m+5} \) 
Wrong Answer Text: \( \frac{5 m}{m^{2}+3 m} \)",2078
6894,Does not know how to simplify algebraic fractions,"Question Text: Simplify the following, if possible
\(
\frac{5 m-10}{m^{2}+3 m-10}
\) 
Correct Answer Text: \( \frac{5}{m+5} \) 
Wrong Answer Text: Does not simplify",1540
6895,"when dividing a fraction by an integer, multiplies the numerator by the integer","Question Text: Calculate:
\(
\frac{2}{5} \div 2
\) 
Correct Answer Text: \( \frac{1}{5} \) 
Wrong Answer Text: \( \frac{4}{5} \)",609
6896,"When dividing a fraction by an integer, multiplies both the numerator and denominator by the integer","Question Text: Calculate:
\(
\frac{2}{5} \div 2
\) 
Correct Answer Text: \( \frac{1}{5} \) 
Wrong Answer Text: \( \frac{4}{10} \)",1621
6897,Believes the gradient of a speed-time graph is the speed,"Question Text: Jadon decides to go for a run.
The graph on the right shows Jadon's speed in metres per second \( (s) \) over time in seconds
\( (t) \).

The gradient of the negative sloping section of the graph is \( 0.8 \).

Which of the following does that \( 0.8 \) best represent? ![A sketch of a graph with s on the y axis and t on the x axis. A straight line slopes upwards from the origin 2/3 of the way up the graph, 1/5 across the graph. It then becomes horizontal for the next 1/5 of the graph, before sloping downwards in a straight line for the remainder of the graph. ]() 
Correct Answer Text: Jadon is decelerating at a rate of \( 0.8 \mathrm{~m} / \mathrm{s}^{2} \) 
Wrong Answer Text: Jadon is travelling at a speed of \( 0.8 \mathrm{~m} / \mathrm{s} \)",284
6898,Believes a downward slope on a speed-time graph shows positive acceleration,"Question Text: Jadon decides to go for a run.
The graph on the right shows Jadon's speed in metres per second \( (s) \) over time in seconds
\( (t) \).

The gradient of the negative sloping section of the graph is \( 0.8 \).

Which of the following does that \( 0.8 \) best represent? ![A sketch of a graph with s on the y axis and t on the x axis. A straight line slopes upwards from the origin 2/3 of the way up the graph, 1/5 across the graph. It then becomes horizontal for the next 1/5 of the graph, before sloping downwards in a straight line for the remainder of the graph. ]() 
Correct Answer Text: Jadon is decelerating at a rate of \( 0.8 \mathrm{~m} / \mathrm{s}^{2} \) 
Wrong Answer Text: Jadon is accelerating at a rate of \( 0.8 \mathrm{~m} / \mathrm{s}^{2} \)",1559
6899,Adds instead of multiplying when expanding bracket,"Question Text: \( y=(x-8)(x-6) \) \( y=(x-8)(x-6) \) Where does this curve intercept the \( y \) axis? Where does this curve intercept the \( y \) axis? 
Correct Answer Text: \( (0,48) \) \( (0,48) \) 
Wrong Answer Text: \( (0,-14) \) \( (0,-14) \)",2143
6900,Believes that the y intercept is where y = 0,"Question Text: \( y=(x-8)(x-6) \) \( y=(x-8)(x-6) \) Where does this curve intercept the \( y \) axis? Where does this curve intercept the \( y \) axis? 
Correct Answer Text: \( (0,48) \) \( (0,48) \) 
Wrong Answer Text: \( \begin{array}{c}(0,8) \\ \text { and } \\ (0,6)\end{array} \) \( \begin{array}{c}(0,8) \\ \text { and } \\ (0,6)\end{array} \)",866
6901,Believes multiplying two negatives gives a negative answer,"Question Text: \( y=(x-8)(x-6) \) \( y=(x-8)(x-6) \) Where does this curve intercept the \( y \) axis? Where does this curve intercept the \( y \) axis? 
Correct Answer Text: \( (0,48) \) \( (0,48) \) 
Wrong Answer Text: \( (0,-48) \) \( (0,-48) \)",1597
6902,"When adding roots, adds the numbers under the roots","Question Text: Tom and Katie are discussing calculations involving square roots.

Tom says \( \sqrt{16}+\sqrt{9}=5 \)

Katie says \( \sqrt{16+9}=5 \)

Who is correct? 
Correct Answer Text: Only Katie 
Wrong Answer Text: Both Tom and Katie",1642
6903,Does not understand square root,"Question Text: Tom and Katie are discussing calculations involving square roots.

Tom says \( \sqrt{16}+\sqrt{9}=5 \)

Katie says \( \sqrt{16+9}=5 \)

Who is correct? 
Correct Answer Text: Only Katie 
Wrong Answer Text: Neither is correct",524
6904,Uses first term as numerical part of nth term rule,"Question Text: \( \frac{1}{24}, \frac{1}{12}, \frac{1}{8}, \frac{1}{6}, \ldots \) When calculating the nth-term rule of this sequence, what should replace the rectangle? ![nth-term rule:
\[
\frac{1}{24} n
\] followed by a purple rectangle. ]() 
Correct Answer Text: \( +0 \) 
Wrong Answer Text: \( +\frac{1}{24} \)",162
6905,Does not recognise that addition is the inverse operation of subtraction,"Question Text: Tom and Katie are trying to write calculations based on the diagram below.

Tom writes: \( 15-20=-5 \)

Katie writes: \( (-5)+20=15 \)

Who is correct? ![Number line with an arrow marked -20 going from 15 to -5]() 
Correct Answer Text: Both Tom and Katie 
Wrong Answer Text: Only Tom",1361
6906,Does not recognise that subtracting a larger number from a smaller number will give a negative answer,"Question Text: Tom and Katie are trying to write calculations based on the diagram below.

Tom writes: \( 15-20=-5 \)

Katie writes: \( (-5)+20=15 \)

Who is correct? ![Number line with an arrow marked -20 going from 15 to -5]() 
Correct Answer Text: Both Tom and Katie 
Wrong Answer Text: Only Katie",941
6907,Does not understand the diagram given in the question,"Question Text: Tom and Katie are trying to write calculations based on the diagram below.

Tom writes: \( 15-20=-5 \)

Katie writes: \( (-5)+20=15 \)

Who is correct? ![Number line with an arrow marked -20 going from 15 to -5]() 
Correct Answer Text: Both Tom and Katie 
Wrong Answer Text: Neither is correct",1224
6908,Mixes up squaring and multiplying by 2 or doubling,"Question Text: A sequence is formed using the rule

Square the position and add \( 5 \)

What is the third term in the sequence? 
Correct Answer Text: \( 14 \) 
Wrong Answer Text: \( 11 \)",2316
6909,When asked for a specific term in a sequence gives the next term,"Question Text: A sequence is formed using the rule

Square the position and add \( 5 \)

What is the third term in the sequence? 
Correct Answer Text: \( 14 \) 
Wrong Answer Text: \( 6 \)",672
6910,Adds the index to the number,"Question Text: This is a part of the table of values for the equation \( \boldsymbol{y}=\boldsymbol{x}^{\mathbf{3}} \) ![\begin{tabular}{|c|c|}
\hline\( x \) & \( 2 \) \\
\hline\( y \) & W \\
\hline
\end{tabular}]() What should replace the star? 
Correct Answer Text: \( 8 \) 
Wrong Answer Text: \( 5 \)",952
6911,Multiplies by the index,"Question Text: This is a part of the table of values for the equation \( \boldsymbol{y}=\boldsymbol{x}^{\mathbf{3}} \) ![\begin{tabular}{|c|c|}
\hline\( x \) & \( 2 \) \\
\hline\( y \) & W \\
\hline
\end{tabular}]() What should replace the star? 
Correct Answer Text: \( 8 \) 
Wrong Answer Text: \( 6 \)",1072
6912,Writes the index as a digit on the end of a number,"Question Text: This is a part of the table of values for the equation \( \boldsymbol{y}=\boldsymbol{x}^{\mathbf{3}} \) ![\begin{tabular}{|c|c|}
\hline\( x \) & \( 2 \) \\
\hline\( y \) & W \\
\hline
\end{tabular}]() What should replace the star? 
Correct Answer Text: \( 8 \) 
Wrong Answer Text: \( 23 \)",2352
6913,Believes scales on graphs must match on both axes,"Question Text: This displacement-time graph shows \( 10 \) seconds of Mo's journey home.

During that time he travelled at a speed of \( 15 \mathrm{~m} / \mathrm{s} \).

What distance should replace the star? ![The graph has its vertical axis labelled Distance (m) and it has no scale written except for a star three squares up.
The horizontal axis is labelled Time (secs) and has the scale 0, 2, 4, 6, 8, 10 in even steps.
The graph is a straight line sloping down from (0, star) to (10, 0).
]() 
Correct Answer Text: \( 150 \mathrm{~m} \) 
Wrong Answer Text: \( 6 m \)",747
6914,Makes an assumption about the squares on a scale representing either 1 or 10,"Question Text: This displacement-time graph shows \( 10 \) seconds of Mo's journey home.

During that time he travelled at a speed of \( 15 \mathrm{~m} / \mathrm{s} \).

What distance should replace the star? ![The graph has its vertical axis labelled Distance (m) and it has no scale written except for a star three squares up.
The horizontal axis is labelled Time (secs) and has the scale 0, 2, 4, 6, 8, 10 in even steps.
The graph is a straight line sloping down from (0, star) to (10, 0).
]() 
Correct Answer Text: \( 150 \mathrm{~m} \) 
Wrong Answer Text: \( 30 \mathrm{~m} \)",1731
6915,Believes distance = speed/time,"Question Text: This displacement-time graph shows \( 10 \) seconds of Mo's journey home.

During that time he travelled at a speed of \( 15 \mathrm{~m} / \mathrm{s} \).

What distance should replace the star? ![The graph has its vertical axis labelled Distance (m) and it has no scale written except for a star three squares up.
The horizontal axis is labelled Time (secs) and has the scale 0, 2, 4, 6, 8, 10 in even steps.
The graph is a straight line sloping down from (0, star) to (10, 0).
]() 
Correct Answer Text: \( 150 \mathrm{~m} \) 
Wrong Answer Text: \( 1.5 \mathrm{~m} \)",1585
6916,Converts a fraction to a percentage by writing the numerator followed by the denominator,"Question Text: \( 0.5=\frac{1}{2}=? \% \) 
Correct Answer Text: \( 50 \% \) 
Wrong Answer Text: \( 12 \% \)",1786
6917,Converts fraction to percentage by putting % sign after the denominator,"Question Text: \( 0.5=\frac{1}{2}=? \% \) 
Correct Answer Text: \( 50 \% \) 
Wrong Answer Text: \( 2 \% \)",292
6918,Writes the variable before the coefficient in an algebraic term,"Question Text: Simplify, if possible:
\(
a \times 4
\) 
Correct Answer Text: \( 4 a \) 
Wrong Answer Text: \( a 4 \)",267
6919,Thinks multiplying a variable by a number is the same as raising that variable to the power of that number,"Question Text: Simplify, if possible:
\(
a \times 4
\) 
Correct Answer Text: \( 4 a \) 
Wrong Answer Text: \( a^{4} \)",400
6920,Believes they can change the subject of a formula just by swapping two letters,"Question Text: The formula for the area of a triangle, \( A \), is ![Triangle with base labelled b and perpendicular height labelled h]() \( A=\frac{1}{2}(b \times h) \) Rearrange this to make the base, \( b \), the subject. 
Correct Answer Text: \( b=\frac{2 A}{h} \) 
Wrong Answer Text: \( b=\frac{1}{2}(h \times A) \)",1114
6921,Believes dividing by a unit fraction is equivalent to dividing by its reciprocal,"Question Text: The formula for the area of a triangle, \( A \), is ![Triangle with base labelled b and perpendicular height labelled h]() \( A=\frac{1}{2}(b \times h) \) Rearrange this to make the base, \( b \), the subject. 
Correct Answer Text: \( b=\frac{2 A}{h} \) 
Wrong Answer Text: \( b=\frac{A}{2 h} \)",133
6922,Thinks the shape of the graph does not affect the area calculation,"Question Text: ![A speed-time graph. The vertical axis is labelled Speed (mph), with no scale labelled but 4 squares up is marked v.
The horizontal axis is labelled Time (hours) and the scale is 0, 1, 2, 3, 4 in even steps.
The graph first has a horizontal line from (0,v) to (2,v) and then a sloped line from (2,v) to (4,0).]() Work out the speed \( v \) if the distance travelled is \( 90 \) miles. 
Correct Answer Text: \( 30 \mathrm{mph} \) 
Wrong Answer Text: \( 22.5 \mathrm{mph} \)",790
6923,Thinks 1l = 1 cubic centimetre,"Question Text: Complete this statement:
\( 4 \) litres \( = \)_________ \( \mathrm{cm}^{3} \) 
Correct Answer Text: \( 4000 \) 
Wrong Answer Text: \( 4 \)",273
